ticker_b3,modelo,i,z
AALR3,m4,106,-4.192891108478901
AALR3,m4,107,-0.04310713285534923
AALR3,m4,108,-3.068356254497545
AALR3,m4,109,0.7670735821140232
AALR3,m4,110,1.1274982766402648
AALR3,m4,111,-1.5560029117092378
AALR3,m4,112,0.7014370211957639
AALR3,m4,113,0.6882975708898241
AALR3,m4,114,-0.15164235761313022
AALR3,m4,115,0.4589808193473213
AALR3,m4,116,-0.9078400747697454
AALR3,m4,117,-0.607603787245358
AALR3,m4,118,0.12462007229446899
AALR3,m4,119,-0.045164568289337285
AALR3,m4,120,-1.8242998698975919
AALR3,m4,121,1.971164200023346
AALR3,m4,122,0.3781009418160777
AALR3,m4,123,-0.30033532516022754
AALR3,m4,124,0.4484275416338763
AALR3,m4,125,0.33716567101485023
AALR3,m4,126,0.5628811338877525
AALR3,m4,127,0.9621681314075776
AALR3,m4,128,0.38880930877569664
AALR3,m4,129,0.10393334090365622
AALR3,m4,130,-0.359776350989437
AALR3,m4,131,0.7248850479184826
AALR3,m4,132,0.06454506131881034
AALR3,m4,133,0.2327310731025974
AALR3,m4,134,-1.9109751577135232
AALR3,m4,135,0.7919108516645317
AALR3,m4,136,0.26802880883242247
AALR3,m4,137,0.7245415162425126
AALR3,m4,138,-1.1030956351895598
AALR3,m4,139,-0.5090378769926704
AALR3,m4,140,-0.062063359106689045
AALR3,m4,141,0.19237612192248377
AALR3,m4,142,-0.780719652589948
AALR3,m4,143,-0.5113049442621196
AALR3,m4,144,-0.3219674035687224
AALR3,m4,145,2.191263370356083
AALR3,m4,146,-0.6843190701479195
AALR3,m4,147,-0.25947198423451917
AALR3,m4,148,-0.11904630827422231
AALR3,m4,149,0.3557737388296185
AALR3,m4,150,0.4554493252151987
AALR3,m4,151,-0.9345911786721245
AALR3,m4,152,0.2303398896056363
AALR3,m4,153,-0.029715596604840508
AALR3,m4,154,2.274632685289055
AALR3,m4,155,-0.8958557458211663
AALR3,m4,156,-1.027498473153712
ABCB4,m1,1,-0.679380029814957
ABCB4,m1,2,0.32304821279928003
ABCB4,m1,3,-0.9078431927338442
ABCB4,m1,4,0.3296824760783674
ABCB4,m1,5,-0.6762638991744919
ABCB4,m1,6,0.433077335298304
ABCB4,m1,7,-0.07336658027574355
ABCB4,m1,8,-0.9284323521766066
ABCB4,m1,9,2.697406333890265
ABCB4,m1,10,-1.5718377000116976
ABCB4,m1,11,0.05999211032651976
ABCB4,m1,12,1.4330401943877413
ABCB4,m1,13,-0.7229400928543787
ABCB4,m1,14,1.2327727746356065
ABCB4,m1,15,0.892795411895086
ABCB4,m1,16,0.04617288305647586
ABCB4,m1,17,-0.8468918790637431
ABCB4,m1,18,1.35223491607349
ABCB4,m1,19,-0.43949493473231543
ABCB4,m1,20,1.7244634672907757
ABCB4,m1,21,-1.683188595270268
ABCB4,m1,22,-0.6967920864006204
ABCB4,m1,23,-1.0014013918064244
ABCB4,m1,24,1.4140354974719194
ABCB4,m1,25,-0.6952549940379306
ABCB4,m1,26,3.7863106351946505
ABCB4,m1,27,-1.050903895590109
ABCB4,m1,28,-0.46024459310732857
ABCB4,m1,29,-0.39234273248334767
ABCB4,m1,30,-0.04867567018327579
ABCB4,m1,31,-0.8960396191695669
ABCB4,m1,32,-0.752486381568625
ABCB4,m1,33,1.5352305685575283
ABCB4,m1,34,1.2860187686683777
ABCB4,m1,35,1.3374614748482974
ABCB4,m1,36,-0.4976498873503608
ABCB4,m1,37,0.25952082016344735
ABCB4,m1,38,1.3093812860050684
ABCB4,m1,39,1.3201430667018883
ABCB4,m1,40,-0.42549613602227493
ABCB4,m1,41,1.3580980332394958
ABCB4,m1,42,-1.0198386263579657
ABCB4,m1,43,0.17572775032900398
ABCB4,m1,44,-0.19876413338670254
ABCB4,m1,45,-0.7225988786333543
ABCB4,m1,46,1.324858413916608
ABCB4,m1,47,-0.9031413536505539
ABCB4,m1,48,1.207364026075624
ABCB4,m1,49,-0.4423000255690198
ABCB4,m1,50,-0.8766443499536192
ABCB4,m1,51,-0.4611715549347043
ABCB4,m1,52,0.89486762352497
ABCB4,m1,53,-0.5887957001382536
ABCB4,m1,54,-0.082352925297926
ABCB4,m1,55,0.16098106996686187
ABCB4,m1,56,-0.8950772597804343
ABCB4,m1,57,-1.5370718937124377
ABCB4,m1,58,0.021255011019975054
ABCB4,m1,59,-0.7148649192060572
ABCB4,m1,60,-1.3402368715389597
ABCB4,m1,61,0.060681112512942656
ABCB4,m1,62,-0.6388953734501012
ABCB4,m1,63,-0.39353265794832776
ABCB4,m1,64,-1.0435764171379824
ABCB4,m1,65,-0.2884123356497765
ABCB4,m1,66,-0.2074971371061256
ABCB4,m1,67,1.7883551367247794
ABCB4,m1,68,1.5515264664501465
ABCB4,m1,69,0.8820424399031229
ABCB4,m1,70,-1.014094691524499
ABCB4,m1,71,-0.4844444422813741
ABCB4,m1,72,0.4191761688654248
ABCB4,m1,73,0.39556681398734234
ABCB4,m1,74,-1.0199066441497031
ABCB4,m1,75,1.318518055223076
ABCB4,m1,76,-0.5674185370277416
ABCB4,m1,77,-0.49178907489689205
ABCB4,m1,78,0.5464797539778342
ABCB4,m1,79,-1.3694649174696027
ABCB4,m1,80,-1.3602928628504223
ABCB4,m1,81,-0.5974348312081166
ABCB4,m1,82,-0.6701795145372432
ABCB4,m1,83,-0.02750631488535672
ABCB4,m1,84,-0.07579269417336079
ABCB4,m1,85,-1.260529065385458
ABCB4,m1,86,-0.3219383228257516
ABCB4,m1,87,0.09209403860617671
ABCB4,m1,88,0.12357267103042034
ABCB4,m1,89,-1.2654859502912585
ABCB4,m1,90,-0.5694333307713791
ABCB4,m1,91,1.0480392860214207
